StudentId,ClassId,AttendTime,Status
463,1078,2024-08-25 21:00:00,Absent
940,9475,2024-03-05 21:00:00,Absent
858,1448,2024-09-04 23:00:00,Present
6,5528,2024-06-29 23:00:00,Present
991,2574,2024-01-05 23:00:00,Absent
378,5546,2024-08-13 22:00:00,Absent
765,1360,2024-05-28 22:00:00,Present
886,1655,2024-03-01 22:00:00,Present
481,2418,2024-05-24 21:00:00,Absent
883,2381,2024-03-03 22:00:00,Absent
311,6566,2024-10-02 23:00:00,Present
607,3605,2024-06-18 22:00:00,Present
409,2105,2024-04-03 21:00:00,Present
692,7285,2024-07-19 21:00:00,Absent
550,4725,2024-03-27 23:00:00,Present
447,4137,2024-04-03 21:00:00,Present
303,367,2024-08-25 22:00:00,Present
851,5325,2024-05-23 23:00:00,Present
449,7284,2024-03-03 21:00:00,Present
650,9484,2024-06-26 21:00:00,Present
298,5538,2024-05-31 23:00:00,Present
829,6851,2024-01-24 23:00:00,Absent
203,1120,2024-01-09 22:00:00,Absent
976,3245,2024-07-01 22:00:00,Present
575,4813,2024-03-22 23:00:00,Present
499,9184,2024-08-19 22:00:00,Present
952,9848,2024-04-24 23:00:00,Absent
2,35,2024-02-26 22:00:00,Absent
435,8437,2024-08-11 21:00:00,Absent
1000,1517,2024-06-07 22:00:00,Absent
355,6660,2024-02-16 23:00:00,Present
88,270,2024-05-26 22:00:00,Present
798,5144,2024-02-16 22:00:00,Absent
935,5973,2024-07-17 21:00:00,Absent
106,6864,2024-03-25 22:00:00,Absent
83,1795,2024-09-28 22:00:00,Present
351,5472,2024-09-19 22:00:00,Absent
721,1310,2024-02-21 21:00:00,Present
472,6130,2024-08-10 22:00:00,Present
882,3638,2024-03-03 23:00:00,Present
73,3435,2024-04-12 23:00:00,Present
966,9016,2024-01-11 23:00:00,Present
392,3394,2024-07-18 23:00:00,Absent
78,9519,2024-02-16 23:00:00,Present
221,8322,2024-10-11 22:00:00,Present
647,5660,2024-02-01 22:00:00,Absent
206,7425,2024-04-04 23:00:00,Absent
795,4435,2024-05-17 21:00:00,Absent
304,2555,2024-06-12 22:00:00,Present
432,7899,2024-05-16 23:00:00,Present
161,3773,2024-02-22 22:00:00,Present
237,4769,2024-08-20 21:00:00,Absent
148,9082,2024-01-17 21:00:00,Absent
14,3243,2024-09-16 23:00:00,Absent
500,5608,2024-09-04 22:00:00,Present
113,8250,2024-08-18 21:00:00,Absent
732,8957,2024-01-05 21:00:00,Absent
1,7801,2024-06-24 21:00:00,Absent
114,9029,2024-05-03 21:00:00,Present
775,5884,2024-01-12 21:00:00,Absent
670,307,2024-08-07 23:00:00,Absent
376,7729,2024-09-09 22:00:00,Absent
101,4979,2024-03-24 22:00:00,Absent
309,1220,2024-08-16 23:00:00,Absent
630,4101,2024-01-21 23:00:00,Absent
242,1789,2024-02-13 21:00:00,Present
945,3952,2024-04-13 21:00:00,Absent
637,4078,2024-04-09 23:00:00,Present
406,8824,2024-05-13 23:00:00,Present
62,5810,2024-03-14 21:00:00,Absent
142,7721,2024-06-09 22:00:00,Present
200,499,2024-08-19 22:00:00,Absent
505,4916,2024-05-01 23:00:00,Present
396,8985,2024-08-14 23:00:00,Absent
262,700,2024-06-08 22:00:00,Absent
281,4514,2024-01-03 21:00:00,Present
558,6203,2024-08-17 22:00:00,Absent
994,6398,2024-04-19 23:00:00,Present
610,1336,2024-02-02 21:00:00,Absent
429,2767,2024-03-13 23:00:00,Present
906,9050,2024-02-06 23:00:00,Present
889,3523,2024-01-17 21:00:00,Present
428,6978,2024-08-26 22:00:00,Present
254,6980,2024-02-22 23:00:00,Present
863,5087,2024-10-07 21:00:00,Absent
451,7526,2024-10-18 23:00:00,Present
685,1775,2024-03-28 21:00:00,Absent
992,3009,2024-06-30 21:00:00,Present
352,7133,2024-10-09 22:00:00,Present
106,6942,2024-05-04 23:00:00,Absent
71,8313,2024-03-16 21:00:00,Absent
770,1149,2024-04-26 22:00:00,Present
780,8091,2024-06-07 23:00:00,Absent
459,3688,2024-10-06 21:00:00,Absent
814,2908,2024-03-05 22:00:00,Absent
881,9821,2024-06-06 21:00:00,Absent
712,8319,2024-02-04 23:00:00,Present
991,4762,2024-06-16 23:00:00,Present
323,1004,2024-10-18 21:00:00,Absent
193,6514,2024-08-25 23:00:00,Absent
190,2871,2024-07-07 23:00:00,Present
67,4669,2024-01-16 22:00:00,Present
766,3888,2024-02-06 23:00:00,Absent
282,164,2024-05-31 22:00:00,Absent
710,8819,2024-03-22 23:00:00,Absent
41,8699,2024-05-11 21:00:00,Absent
892,7355,2024-09-13 21:00:00,Present
263,1244,2024-07-31 21:00:00,Absent
433,9150,2024-10-21 22:00:00,Present
790,5254,2024-08-04 23:00:00,Absent
153,8699,2024-05-11 22:00:00,Absent
251,7683,2024-05-10 21:00:00,Absent
497,3514,2024-10-20 22:00:00,Present
996,5549,2024-03-10 22:00:00,Absent
846,9293,2024-02-06 22:00:00,Present
819,8746,2024-01-19 23:00:00,Absent
779,1562,2024-04-07 23:00:00,Present
122,5026,2024-08-28 21:00:00,Present
505,746,2024-02-25 21:00:00,Present
476,8109,2024-01-11 23:00:00,Present
666,8514,2024-01-23 21:00:00,Present
448,570,2024-02-06 23:00:00,Absent
656,2089,2024-04-30 23:00:00,Present
297,4094,2024-06-01 21:00:00,Present
642,8828,2024-02-11 21:00:00,Absent
882,9875,2024-04-01 21:00:00,Present
258,4104,2024-07-14 22:00:00,Present
525,857,2024-03-29 21:00:00,Absent
759,702,2024-06-15 23:00:00,Present
727,4022,2024-03-01 22:00:00,Present
276,2149,2024-03-09 23:00:00,Present
848,7705,2024-03-14 22:00:00,Present
528,5967,2024-08-11 21:00:00,Present
104,6657,2024-05-18 21:00:00,Absent
966,5687,2024-03-20 21:00:00,Absent
728,2854,2024-04-04 22:00:00,Absent
679,5250,2024-02-16 22:00:00,Present
826,3151,2024-07-08 22:00:00,Present
238,2581,2024-05-28 22:00:00,Present
529,7905,2024-06-27 23:00:00,Absent
104,4037,2024-04-19 23:00:00,Present
844,3560,2024-01-28 22:00:00,Present
53,629,2024-01-15 22:00:00,Present
818,9460,2024-02-16 23:00:00,Present
245,5946,2024-04-29 22:00:00,Present
90,9885,2024-09-15 23:00:00,Absent
293,5084,2024-08-24 22:00:00,Absent
620,8089,2024-08-01 21:00:00,Present
270,2511,2024-01-08 23:00:00,Absent
272,4234,2024-07-21 23:00:00,Absent
99,4358,2024-06-30 21:00:00,Absent
965,7595,2024-08-04 23:00:00,Present
435,6681,2024-01-07 22:00:00,Absent
127,1479,2024-09-10 23:00:00,Absent
990,9088,2024-04-25 23:00:00,Absent
714,1413,2024-02-06 21:00:00,Present
451,9014,2024-04-23 22:00:00,Present
300,9395,2024-10-26 23:00:00,Absent
182,7619,2024-05-17 22:00:00,Present
910,634,2024-01-17 23:00:00,Absent
33,8731,2024-05-15 21:00:00,Present
583,8265,2024-07-20 22:00:00,Absent
726,4562,2024-01-27 21:00:00,Present
184,564,2024-03-05 23:00:00,Absent
239,2234,2024-01-07 21:00:00,Present
885,964,2024-08-11 22:00:00,Present
306,8143,2024-09-04 22:00:00,Absent
138,7828,2024-03-27 21:00:00,Present
