StudentId,ClassId,AttendTime,Status
164,6524,2024-02-12 05:34:00,Absent
165,7652,2024-03-24 23:27:10,Present
166,1629,2024-07-15 02:27:36,Present
167,7758,2024-02-20 12:50:43,Absent
168,8804,2024-01-29 18:40:34,Present
169,9540,2024-12-20 02:56:54,Absent
170,9338,2024-01-02 20:58:05,Absent
171,2694,2024-04-02 02:23:39,Absent
172,3740,2024-09-29 11:56:24,Present
173,3423,2024-08-08 21:45:07,Absent
174,923,2024-06-09 20:13:58,Absent
175,9980,2024-03-06 14:17:52,Absent
176,9614,2024-09-03 06:18:48,Present
177,5994,2024-10-25 01:38:33,Present
178,6605,2024-12-22 19:31:22,Absent
179,4306,2024-09-30 16:17:01,Present
180,2681,2024-02-05 05:21:26,Absent
181,9150,2024-02-25 18:55:27,Present
182,660,2024-05-11 21:35:35,Present
183,5376,2024-09-22 00:10:05,Present
184,9686,2024-05-21 09:14:45,Absent
185,3136,2024-04-29 01:52:55,Present
186,1805,2024-01-19 13:49:45,Present
187,470,2024-08-18 07:54:40,Present
188,4376,2024-09-14 17:47:47,Absent
189,6190,2024-07-19 01:18:19,Absent
190,4055,2024-03-20 23:08:00,Present
191,5549,2024-06-10 10:34:41,Absent
192,1962,2024-05-29 11:10:18,Present
193,7369,2024-01-16 17:08:02,Absent
194,6909,2024-03-31 23:33:48,Present
195,267,2024-11-01 15:21:03,Present
196,3975,2024-10-22 05:23:38,Present
197,2954,2024-01-22 15:26:33,Present
198,5512,2024-02-13 11:13:29,Absent
199,8743,2024-12-16 21:24:42,Absent
200,1301,2024-11-19 21:25:45,Present
201,5073,2024-11-25 10:50:49,Present
202,1037,2024-06-17 11:58:34,Present
203,3627,2024-09-20 15:30:42,Absent
204,1831,2024-02-01 13:03:59,Present
205,5463,2024-07-02 04:38:54,Absent
206,2523,2024-05-03 09:26:25,Present
207,5312,2024-08-12 20:22:30,Present
208,2481,2024-11-30 10:26:40,Present
209,332,2024-02-13 06:54:24,Present
210,2554,2024-12-09 14:14:23,Absent
211,5138,2024-08-27 14:30:06,Present
212,6113,2024-05-11 01:42:45,Absent
213,5673,2024-03-14 12:09:51,Absent
214,5795,2024-10-08 12:23:00,Present
215,9539,2024-10-24 01:22:26,Present
216,1862,2024-08-15 21:06:08,Present
217,3841,2024-04-12 05:33:04,Absent
218,1161,2024-09-20 06:05:40,Absent
219,3930,2024-11-28 04:02:30,Present
220,1083,2024-11-26 00:41:21,Present
221,231,2024-05-09 07:54:01,Absent
222,3525,2024-08-30 12:23:59,Absent
223,8427,2024-11-05 03:39:50,Absent
224,5834,2024-02-26 16:30:43,Present
225,9477,2024-08-16 08:20:32,Absent
226,3365,2024-01-11 17:57:34,Present
227,9025,2024-04-18 21:22:55,Present
228,9843,2024-06-28 22:48:17,Present
229,3958,2024-01-20 14:04:51,Present
230,3496,2024-07-08 12:39:56,Absent
231,4761,2024-06-26 22:11:14,Present
232,5575,2024-08-29 19:59:03,Absent
233,5977,2024-12-11 09:21:14,Present
234,7998,2024-10-02 14:55:26,Present
235,6303,2024-01-08 20:30:54,Absent
236,1176,2024-09-29 08:26:25,Absent
237,2373,2024-05-10 00:51:40,Absent
238,6729,2024-06-06 01:09:35,Absent
239,1223,2024-08-12 00:46:47,Absent
240,9563,2024-10-31 17:23:11,Absent
241,5182,2024-04-28 05:07:50,Present
242,5479,2024-12-06 07:21:56,Present
243,6380,2024-08-28 03:36:37,Present
244,3731,2024-06-05 07:14:53,Absent
245,3785,2024-08-05 06:54:01,Present
246,1402,2024-04-29 03:13:54,Present
247,7261,2024-08-05 06:42:29,Absent
248,9996,2024-10-11 15:05:05,Present
249,5219,2024-02-29 09:10:39,Absent
250,3324,2024-11-05 00:34:48,Present
251,3016,2024-03-18 12:23:36,Present
252,9472,2024-06-20 02:18:20,Present
253,3668,2024-05-17 16:42:48,Absent
254,6341,2024-01-27 12:02:47,Present
255,3672,2024-11-20 08:06:32,Present
256,1720,2024-03-26 12:15:34,Present
257,875,2024-05-05 06:02:34,Present
258,7095,2024-05-01 05:54:10,Present
259,6597,2024-12-27 22:39:47,Absent
260,7258,2024-04-21 02:50:32,Present
261,5478,2024-08-03 06:16:17,Present
262,5322,2024-09-05 00:49:40,Present
263,1954,2024-07-16 01:35:44,Present
264,2803,2024-11-19 06:37:26,Present
265,8072,2024-06-27 17:11:53,Absent
266,8627,2024-09-26 20:06:58,Present
267,5662,2024-03-08 12:04:14,Absent
268,4581,2024-02-02 11:53:19,Absent
269,1408,2024-12-08 20:46:28,Present
270,5391,2024-08-25 21:18:53,Present
271,3942,2024-08-06 01:35:53,Absent
272,756,2024-08-29 11:07:16,Present
273,2607,2024-09-07 07:56:17,Absent
274,5626,2024-12-07 05:09:31,Present
275,1591,2024-11-13 09:56:00,Absent
276,7786,2024-12-18 23:13:54,Absent
277,4826,2024-06-24 07:48:42,Absent
278,8051,2024-04-24 08:03:47,Absent
279,767,2024-04-01 08:06:59,Present
280,3686,2024-09-12 11:25:10,Present
281,8292,2024-05-04 05:31:56,Present
282,1650,2024-12-04 19:50:10,Absent
283,1775,2024-11-16 23:28:13,Absent
284,173,2024-01-18 23:31:34,Present
285,694,2024-10-29 08:43:45,Present
286,6357,2024-04-10 15:21:47,Absent
287,7480,2024-05-31 23:19:39,Absent
288,1608,2024-09-29 22:03:11,Present
289,2958,2024-11-22 12:47:36,Absent
290,573,2024-05-21 21:14:11,Present
291,3186,2024-02-21 14:43:38,Present
292,8517,2024-07-13 02:32:08,Absent
293,7597,2024-10-13 14:59:18,Absent
294,1327,2024-03-07 09:00:28,Absent
295,8611,2024-11-26 06:39:58,Present
296,9770,2024-11-20 07:03:40,Present
297,7355,2024-04-18 14:24:31,Present
298,244,2024-05-19 03:29:53,Present
299,2818,2024-03-31 21:03:31,Absent
300,7160,2024-06-12 06:54:48,Absent
301,7869,2024-10-14 18:08:09,Absent
302,969,2024-08-09 07:32:17,Absent
303,4873,2024-04-22 16:44:23,Absent
304,7002,2024-09-27 15:05:42,Present
305,8829,2024-01-06 10:40:21,Present
306,8686,2024-10-10 08:01:36,Absent
307,3875,2024-07-24 03:36:04,Absent
308,9541,2024-07-14 04:24:00,Present
309,8195,2024-06-28 06:08:24,Absent
310,4492,2024-06-06 04:58:29,Present
311,3764,2024-03-02 16:41:49,Absent
312,8484,2024-08-30 15:34:46,Absent
313,8560,2024-07-26 22:37:07,Present
314,863,2024-05-15 18:26:05,Present
315,5284,2024-01-23 15:05:13,Absent
316,4434,2024-12-16 07:39:46,Absent
317,5870,2024-07-26 07:02:03,Present
318,5422,2024-11-01 04:09:08,Absent
319,6752,2024-05-18 06:17:51,Absent
320,2931,2024-09-06 17:30:48,Absent
321,8917,2024-06-18 15:47:00,Present
322,7464,2024-04-06 19:57:32,Present
323,7713,2024-09-30 10:15:22,Present
324,6851,2024-03-28 13:27:18,Absent
325,5350,2024-12-31 06:03:09,Present
326,7934,2024-08-29 20:24:56,Present
327,3630,2024-10-01 17:02:26,Absent
328,2991,2024-08-22 07:44:29,Absent
329,2371,2024-09-10 18:29:18,Absent
330,2037,2024-11-05 16:51:45,Absent
331,4100,2024-11-09 23:59:46,Absent
332,6451,2024-12-31 04:10:23,Present
333,8251,2024-06-19 16:26:19,Absent
334,4227,2024-02-28 21:54:19,Absent
335,2890,2024-11-04 01:48:50,Absent
336,2847,2024-03-29 03:44:12,Present
337,2672,2024-04-12 11:09:11,Present
338,7710,2024-12-22 04:27:26,Absent
339,1194,2024-03-26 06:48:25,Present
340,2793,2024-05-05 04:26:48,Present
341,7660,2024-10-17 14:27:42,Absent
342,3218,2024-07-15 17:35:39,Absent
343,1568,2024-02-07 02:31:44,Absent
344,3295,2024-01-09 08:45:47,Present
345,3681,2024-03-02 11:36:05,Absent
346,705,2024-09-14 10:59:49,Present
347,1568,2024-06-29 14:02:06,Present
348,6031,2024-06-01 10:46:38,Present
349,4860,2024-06-04 01:08:54,Absent
350,2795,2024-12-05 18:45:48,Absent
351,8072,2024-07-19 07:17:09,Absent
352,5560,2024-03-16 18:11:28,Absent
353,4304,2024-12-03 02:41:49,Present
354,4078,2024-04-08 11:17:57,Absent
355,9004,2024-10-09 02:14:11,Present
356,2987,2024-02-28 04:49:42,Present
357,1149,2024-02-16 21:33:46,Present
358,2097,2024-02-12 01:16:17,Present
359,7758,2024-07-07 06:52:08,Present
360,5714,2024-10-09 05:20:53,Absent
361,1200,2024-05-01 03:46:00,Present
362,5372,2024-07-04 18:36:13,Present
363,3048,2024-03-30 08:50:51,Absent
364,9580,2024-02-29 22:54:57,Absent
365,7635,2024-11-02 18:17:30,Present
366,8110,2024-10-25 23:09:36,Present
367,8334,2024-07-16 14:44:48,Absent
368,6988,2024-11-28 15:52:27,Present
369,3289,2024-07-03 16:28:24,Present
370,2732,2024-12-22 06:25:44,Absent
371,9852,2024-01-28 00:45:46,Present
372,619,2024-10-20 11:50:08,Absent
373,3004,2024-10-04 22:33:18,Absent
374,8501,2024-03-10 10:00:18,Absent
375,8182,2024-12-30 12:24:23,Present
376,9950,2024-04-21 04:42:45,Absent
377,4315,2024-04-27 15:22:04,Present
378,4946,2024-08-11 20:12:46,Present
379,7002,2024-12-04 01:15:48,Absent
380,7328,2024-06-27 09:11:47,Absent
381,4100,2024-03-16 17:43:27,Absent
382,6614,2024-07-21 04:54:30,Present
383,4042,2024-08-15 19:22:44,Absent
384,9849,2024-08-21 00:33:04,Absent
385,2493,2024-07-17 09:10:59,Present
386,4040,2024-05-02 02:04:21,Present
387,780,2024-06-13 07:19:42,Absent
388,1162,2024-07-20 20:48:44,Absent
389,496,2024-10-11 08:16:54,Present
390,8505,2024-01-09 09:07:18,Present
391,3249,2024-12-07 00:35:08,Absent
392,4152,2024-04-16 03:21:18,Present
393,5662,2024-02-05 02:16:48,Absent
394,9747,2024-02-01 02:09:50,Present
395,7608,2024-10-22 09:02:04,Absent
396,7718,2024-06-11 10:27:34,Present
397,1253,2024-07-01 18:41:08,Present
398,3879,2024-09-02 12:47:57,Absent
399,2129,2024-02-03 05:45:07,Absent
400,3302,2024-09-17 15:27:36,Absent
401,895,2024-02-15 23:58:31,Absent
402,2543,2024-04-18 19:05:07,Absent
403,7189,2024-05-14 13:57:03,Absent
404,6765,2024-06-05 04:02:48,Present
405,4667,2024-09-15 04:25:33,Absent
406,8428,2024-10-26 15:18:21,Absent
407,2365,2024-02-08 02:48:44,Present
408,5588,2024-05-21 02:18:41,Absent
409,5195,2024-05-13 05:11:16,Absent
410,2113,2024-06-02 05:59:34,Present
411,6014,2024-05-29 07:45:56,Absent
412,2128,2024-10-16 13:32:36,Absent
413,8006,2024-01-27 09:06:22,Absent
414,8179,2024-01-10 19:35:23,Absent
415,3053,2024-01-28 14:00:32,Absent
416,4655,2024-02-05 01:22:38,Absent
417,1406,2024-10-20 19:45:02,Absent
418,7982,2024-07-26 03:12:26,Present
419,2694,2024-02-05 12:33:00,Present
420,2818,2024-06-28 11:25:30,Present
421,3369,2024-10-27 10:52:38,Absent
422,4509,2024-02-29 19:10:31,Absent
423,9533,2024-04-17 03:49:43,Absent
424,9213,2024-09-14 22:29:14,Present
425,3740,2024-10-21 17:54:21,Absent
426,211,2024-06-06 14:43:50,Absent
427,1396,2024-08-16 06:29:11,Absent
428,6020,2024-05-21 18:39:22,Present
429,3836,2024-07-01 08:06:22,Present
430,1777,2024-11-07 18:52:58,Present
431,9237,2024-08-16 10:07:56,Present
432,3122,2024-06-11 12:54:44,Absent
433,4337,2024-11-01 14:20:27,Absent
434,8328,2024-08-11 06:12:35,Present
435,643,2024-06-18 22:03:04,Absent
436,3549,2024-10-17 21:51:41,Present
437,1958,2024-05-17 09:47:24,Present
438,6215,2024-05-11 23:10:05,Present
439,2083,2024-11-30 12:19:32,Present
440,8757,2024-03-07 10:55:14,Present
441,2752,2024-05-06 15:29:59,Present
442,5266,2024-09-20 10:30:26,Absent
443,7223,2024-04-09 08:31:50,Present
444,6131,2024-08-29 06:59:16,Absent
445,5927,2024-08-28 19:05:46,Absent
446,1055,2024-05-31 05:23:16,Absent
447,6322,2024-07-02 21:40:32,Absent
448,814,2024-07-10 03:18:38,Present
449,6206,2024-01-03 03:35:14,Absent
450,4332,2024-03-14 15:54:21,Present
451,5794,2024-11-14 22:03:16,Absent
452,1649,2024-03-22 13:00:24,Absent
453,9390,2024-02-01 16:25:21,Present
454,4660,2024-04-24 00:10:29,Present
455,246,2024-03-23 10:05:03,Present
456,7510,2024-07-26 18:51:57,Absent
457,9849,2024-06-03 23:22:25,Absent
458,2274,2024-10-14 03:39:45,Absent
459,771,2024-04-16 18:54:36,Absent
460,6180,2024-11-30 19:35:06,Absent
461,1402,2024-05-21 12:33:36,Absent
462,7040,2024-12-01 12:57:57,Present
463,8170,2024-08-28 02:47:13,Present
464,1882,2024-04-15 08:22:47,Present
465,5537,2024-02-04 03:14:06,Present
466,9226,2024-01-23 13:42:26,Present
467,2695,2024-09-26 09:45:58,Absent
468,7395,2024-12-24 05:17:30,Absent
469,4150,2024-10-24 19:53:36,Present
470,2519,2024-01-16 06:24:10,Present
471,7070,2024-03-17 15:07:13,Present
472,3300,2024-01-13 08:18:27,Present
473,3816,2024-01-14 01:47:09,Absent
474,6203,2024-01-20 10:40:38,Absent
475,4931,2024-06-16 23:18:14,Present
476,1982,2024-08-29 04:24:04,Present
477,7830,2024-02-24 18:46:00,Present
478,6521,2024-03-24 22:34:46,Present
479,420,2024-11-10 23:57:45,Absent
480,8085,2024-02-11 12:40:41,Absent
481,443,2024-02-06 14:16:28,Present
482,387,2024-03-17 06:57:38,Absent
483,4240,2024-03-08 05:31:46,Absent
484,7437,2024-04-18 23:49:58,Absent
485,4833,2024-04-21 21:03:54,Present
486,3345,2024-06-27 14:48:02,Absent
487,8653,2024-01-17 08:37:16,Absent
488,7740,2024-12-18 07:27:41,Present
489,9362,2024-03-09 14:36:50,Present
490,3765,2024-12-27 03:47:29,Present
491,8982,2024-10-09 10:48:15,Absent
492,4745,2024-01-14 18:42:33,Absent
493,2938,2024-02-24 19:52:43,Absent
494,1046,2024-07-02 00:01:03,Present
495,456,2024-02-27 13:39:04,Present
496,9707,2024-01-23 04:24:01,Present
497,7188,2024-12-30 14:19:25,Present
498,3828,2024-12-01 05:31:35,Absent
499,984,2024-06-05 00:05:54,Present
500,6717,2024-11-25 14:50:28,Absent
501,7591,2024-12-14 17:51:03,Present
502,4788,2024-12-20 08:00:05,Present
503,9524,2024-02-09 00:04:14,Absent
504,6456,2024-02-19 15:24:27,Absent
505,6700,2024-09-21 14:09:25,Absent
506,2996,2024-08-17 17:09:38,Absent
507,2946,2024-03-07 11:17:21,Absent
508,3327,2024-04-14 17:03:48,Present
509,1819,2024-07-25 18:35:01,Absent
510,9735,2024-05-30 10:03:19,Present
511,5887,2024-06-02 11:29:53,Present
512,9936,2024-01-16 00:49:47,Absent
513,4467,2024-02-23 00:57:12,Absent
514,6837,2024-12-19 10:50:25,Present
515,5712,2024-11-13 13:06:40,Present
516,5302,2024-04-14 19:46:58,Absent
517,8924,2024-04-05 03:21:19,Present
518,2732,2024-02-07 00:46:08,Absent
519,1421,2024-11-13 05:21:33,Absent
520,4261,2024-09-03 19:41:25,Absent
521,234,2024-10-10 18:38:27,Absent
522,264,2024-07-31 22:38:34,Present
523,3010,2024-06-01 04:08:48,Absent
524,3154,2024-04-24 14:40:39,Absent
525,7013,2024-03-16 15:43:37,Present
526,929,2024-11-06 07:31:44,Present
527,9895,2024-01-09 04:53:07,Absent
528,4168,2024-06-07 17:43:47,Absent
529,8647,2024-03-08 22:32:08,Present
530,2281,2024-09-07 17:55:47,Absent
531,9308,2024-09-05 22:53:18,Absent
532,961,2024-10-21 20:55:21,Present
533,5195,2024-10-27 03:27:20,Absent
534,6098,2024-01-21 20:46:40,Present
535,8256,2024-02-25 17:27:43,Present
536,6754,2024-02-18 13:22:42,Absent
537,3464,2024-06-27 16:58:58,Absent
538,3091,2024-09-03 08:55:30,Absent
539,7757,2024-03-17 15:45:29,Absent
540,9334,2024-12-26 05:21:20,Absent
541,960,2024-05-08 07:48:35,Absent
542,9456,2024-12-07 09:53:11,Absent
543,8912,2024-05-30 17:02:56,Absent
544,490,2024-06-11 19:01:05,Absent
545,9289,2024-03-08 09:59:05,Absent
546,8959,2024-01-24 19:04:25,Present
547,2211,2024-04-27 23:20:01,Absent
548,4853,2024-05-07 12:28:25,Absent
549,7864,2024-08-28 16:44:11,Absent
550,4487,2024-05-17 07:12:35,Present
551,9685,2024-08-11 09:02:03,Absent
552,6096,2024-11-18 11:37:32,Present
553,3778,2024-03-27 14:57:33,Absent
554,7082,2024-11-22 05:33:15,Present
555,5800,2024-12-13 11:56:50,Absent
556,1555,2024-07-14 23:10:03,Absent
557,629,2024-02-11 09:38:39,Absent
558,8849,2024-12-19 13:56:54,Present
559,9220,2024-06-03 02:17:46,Absent
560,671,2024-09-28 01:19:32,Present
561,6886,2024-01-31 13:53:09,Absent
562,5091,2024-07-25 11:14:31,Present
563,1121,2024-11-09 16:39:37,Present
564,9595,2024-08-10 15:02:13,Present
565,1335,2024-06-01 12:18:02,Absent
566,2566,2024-11-26 23:13:21,Absent
567,5676,2024-07-23 22:44:44,Present
568,6595,2024-12-04 14:01:17,Present
569,9416,2024-02-09 19:50:36,Absent
570,7306,2024-03-16 02:17:46,Present
571,7747,2024-06-30 06:19:04,Absent
572,6233,2024-04-02 04:31:48,Present
573,2194,2024-07-19 10:07:54,Absent
574,6515,2024-04-01 11:02:39,Present
575,2202,2024-12-05 02:04:15,Present
576,7103,2024-01-04 08:53:58,Absent
577,9978,2024-09-10 14:01:41,Absent
578,9431,2024-12-13 09:57:31,Absent
579,2868,2024-08-05 13:34:18,Absent
580,8888,2024-06-08 03:10:51,Present
581,5116,2024-09-08 12:58:20,Present
582,6190,2024-01-17 12:26:41,Present
583,4361,2024-10-20 12:31:06,Absent
584,2630,2024-07-10 05:55:41,Present
585,6097,2024-01-06 12:05:49,Present
586,8689,2024-03-07 05:59:39,Absent
587,4829,2024-04-20 05:16:15,Absent
588,9795,2024-02-25 22:39:19,Present
589,3319,2024-08-18 17:03:04,Present
590,8986,2024-04-29 10:21:20,Absent
591,370,2024-12-02 12:43:41,Present
592,4831,2024-07-28 04:19:26,Present
593,9745,2024-11-15 10:01:08,Present
594,2222,2024-06-23 12:54:08,Absent
595,9915,2024-11-01 20:46:10,Absent
596,6839,2024-02-22 00:13:18,Absent
597,1696,2024-06-05 13:16:38,Absent
598,2325,2024-06-15 03:53:01,Present
599,741,2024-04-26 21:12:40,Absent
600,125,2024-08-28 22:15:16,Present
601,361,2024-09-13 04:25:12,Absent
602,9737,2024-02-28 00:17:42,Absent
603,3924,2024-04-22 13:55:41,Absent
604,2597,2024-12-08 15:20:07,Present
605,8882,2024-01-15 02:11:50,Present
606,9207,2024-01-14 16:48:52,Present
607,1886,2024-08-22 20:05:48,Present
608,7100,2024-05-31 02:28:05,Absent
609,2446,2024-08-07 22:33:50,Absent
610,9527,2024-07-14 03:42:45,Absent
611,8814,2024-03-24 05:24:12,Present
612,7194,2024-03-25 00:42:40,Present
613,7678,2024-06-01 12:04:24,Absent
614,4623,2024-06-03 00:39:49,Absent
615,3162,2024-11-16 03:56:08,Absent
616,8040,2024-04-23 20:16:36,Present
617,7259,2024-02-15 12:52:13,Absent
618,398,2024-02-11 13:44:19,Present
619,6588,2024-10-15 22:29:57,Absent
620,8042,2024-10-14 17:09:50,Absent
621,7467,2024-10-17 18:29:17,Absent
622,2184,2024-07-21 13:00:11,Absent
623,2017,2024-01-17 04:17:17,Present
624,758,2024-11-23 00:43:16,Absent
625,4847,2024-07-26 12:53:10,Absent
626,8269,2024-12-13 13:32:06,Present
627,3626,2024-05-19 19:51:47,Present
628,9787,2024-09-28 03:04:26,Absent
629,2043,2024-10-29 02:24:37,Present
630,6415,2024-03-01 22:40:05,Present
631,5461,2024-06-30 01:34:02,Present
632,7285,2024-08-22 18:38:24,Present
633,8438,2024-04-08 09:40:01,Absent
634,4421,2024-08-04 01:06:19,Absent
635,3887,2024-09-23 01:26:41,Absent
636,7530,2024-03-19 03:24:23,Absent
637,2887,2024-01-05 09:51:34,Present
638,7167,2024-03-15 02:02:14,Present
639,7003,2024-08-07 13:34:31,Absent
640,3524,2024-05-07 15:00:51,Absent
641,9812,2024-11-12 11:23:54,Absent
642,7765,2024-04-23 16:06:26,Absent
643,2146,2024-10-26 13:02:52,Present
644,8010,2024-04-20 15:17:37,Absent
645,2038,2024-07-13 18:10:10,Absent
646,2910,2024-06-26 12:41:41,Absent
647,4480,2024-03-22 17:00:21,Absent
648,4315,2024-12-02 16:41:00,Absent
649,8990,2024-09-14 00:37:32,Absent
650,9146,2024-10-07 19:25:35,Present
651,744,2024-08-25 13:37:20,Absent
